cart_value,category,user_is_prime,payment_methods_available,card_type,offer_type,min_cart_value,max_discount,discount_percent,requires_coupon,is_first_use,valid_on_app_only,times_used_in_month,final_discount
8246.883570320924,Electronics,1,"[1, 1, 1, 1, 0, 0, 1]",HDFC Credit,Instant Discount,1408.9331021033947,292.4732275542174,18.756048825752842,1,1,0,4,294.1048857550317
7215.144766552363,Beauty,1,"[1, 0, 1, 1, 0, 1, 0]",Other,No Cost EMI,2950.693927811193,455.0261709529114,24.990248456627302,0,1,0,3,475.46574399008944
7425.568096389379,Books,0,"[1, 1, 1, 0, 1, 0, 1]",HDFC Credit,No Cost EMI,4428.101321273727,140.7256389750916,28.390595905569274,1,1,1,1,150.1096589518594
7827.068293516484,Grocery,0,"[0, 0, 0, 1, 0, 0, 0]",SBI Credit,Instant Discount,3184.889205361947,471.22838420109167,19.27645096390005,0,0,0,1,430.10680946527333
1203.4241914738584,Beauty,1,"[0, 1, 0, 1, 1, 0, 0]",Amazon Pay Card,Instant Discount,1207.6327947717957,359.54453388757554,7.72967422486014,1,0,1,3,101.51180123458907
3905.42442117059,Beauty,0,"[1, 1, 1, 0, 1, 1, 0]",Axis Credit,Cashback,4318.764250350422,328.24783706107354,25.54249884435972,1,1,0,3,307.17672412726074
1600.7560654887322,Books,0,"[1, 1, 1, 0, 0, 1, 1]",Other,No Cost EMI,3160.2289457375664,239.9303837673533,25.44455413490759,1,0,0,0,228.10436274551566
8699.482545818139,Books,1,"[1, 1, 0, 0, 0, 0, 1]",Amazon Pay Card,Instant Discount,1094.8106249395078,480.34174998457587,7.874629858587885,0,1,0,3,556.9001828825927
6421.3322048618,Fashion,1,"[1, 0, 1, 1, 0, 1, 1]",Amazon Pay Card,Instant Discount,1808.332685832516,249.76383274018076,18.702953790389024,0,0,1,2,294.0052470762173
3643.5312361001675,Fashion,1,"[0, 1, 1, 0, 0, 1, 0]",Amazon Pay Card,Cashback,3949.8240336989124,274.34432860140913,17.17714088630811,1,0,0,4,306.62463334003075
1103.8043277172246,Beauty,0,"[1, 1, 0, 0, 1, 0, 0]",Amazon Pay Card,Cashback,3694.655907435571,401.67414886339066,26.17907331765988,1,0,1,1,309.95874582775883
3454.332056298791,Home,1,"[1, 0, 0, 0, 0, 1, 0]",Amazon Pay Card,Cashback,2882.911847528213,178.17909332571776,11.865695811441622,1,0,0,2,209.98621786189975
3589.241559254097,Home,1,"[1, 0, 1, 1, 0, 1, 0]",HDFC Credit,No Cost EMI,723.8375137028091,181.1728907662063,15.656942707150021,0,0,0,2,188.19047653505982
7431.258694211609,Fashion,0,"[0, 0, 1, 1, 0, 1, 0]",ICICI Debit,Cashback,4016.446486572521,398.883959429549,20.119776118478345,0,1,1,1,410.45299585694033
6556.795977874524,Grocery,0,"[0, 1, 0, 1, 0, 1, 0]",Axis Credit,No Cost EMI,1537.7126427637406,107.86090513554856,17.931129816025457,0,0,0,4,113.86505720539624
8928.521054475103,Electronics,1,"[0, 1, 0, 0, 1, 1, 0]",Axis Credit,Cashback,3857.989694995812,420.3340341318605,28.875856867338797,0,1,0,0,468.0133377310743
4986.041789038518,Beauty,0,"[1, 0, 0, 0, 1, 0, 0]",HDFC Credit,No Cost EMI,3237.831828811294,331.3287537394317,29.016433193319823,1,1,1,0,351.5913956925394
1636.145336413866,Electronics,1,"[1, 0, 0, 0, 1, 0, 1]",Other,Cashback,1320.851408217591,292.587694881472,7.039312269610072,0,1,1,2,129.95507031298703
7275.8254786184525,Fashion,0,"[1, 0, 0, 1, 1, 0, 1]",HDFC Credit,No Cost EMI,1061.8461406632834,153.09922198094668,12.44617480737089,1,0,0,2,146.49932860807135
7727.457961860526,Books,1,"[0, 0, 0, 1, 0, 0, 1]",Amazon Pay Card,Cashback,654.5496162885938,403.86567620498397,5.1883703927892695,1,0,1,3,457.39246674968757
5832.133376910214,Beauty,0,"[1, 0, 0, 0, 1, 1, 1]",ICICI Debit,Cashback,1209.7311829405787,412.2288902789372,15.446508712617078,0,0,1,0,419.48411004000985
7824.1882095683295,Fashion,0,"[0, 1, 1, 0, 0, 1, 1]",Axis Credit,Instant Discount,789.1451122456999,267.323840544433,21.553476322031734,0,0,1,0,274.00429255899
5191.058165461712,Grocery,0,"[1, 0, 0, 1, 1, 1, 0]",Other,No Cost EMI,3085.2562389387567,225.12603868574396,16.782119527146623,0,1,0,4,206.90524826160853
5465.961879128943,Beauty,1,"[0, 1, 0, 0, 1, 1, 1]",SBI Credit,Instant Discount,2993.9155948862676,160.77282688577293,6.679546839003585,0,0,0,3,163.61236540298648
4561.639674406221,Beauty,1,"[0, 0, 1, 0, 1, 0, 0]",HDFC Credit,No Cost EMI,2930.860300663986,389.4053076901287,9.898905937506573,0,0,1,1,455.3019291930486
741.4817040689043,Home,1,"[0, 1, 0, 0, 0, 0, 0]",SBI Credit,Instant Discount,3209.449046124192,337.7533654070178,9.332283707511161,1,1,0,1,75.07060320076195
1524.9685564363922,Books,0,"[1, 0, 1, 1, 0, 1, 0]",Axis Credit,Cashback,4073.9226698228313,142.98396321508596,17.778207243973092,1,0,0,4,134.84180655247013
798.5772640239754,Beauty,0,"[1, 1, 0, 1, 1, 0, 0]",HDFC Credit,Instant Discount,4567.763557749017,407.5106358582053,21.942000393572318,0,1,1,1,160.9492456502531
6545.898907005913,Books,0,"[0, 0, 1, 1, 1, 1, 0]",Axis Credit,Cashback,1151.8776895088106,446.9923910113068,12.90813557876546,1,1,0,0,425.7963496994403
3486.381820225103,Fashion,1,"[0, 1, 1, 1, 1, 0, 1]",HDFC Credit,No Cost EMI,2938.8724508446285,76.66126823671064,8.261501608590889,1,1,1,2,80.87328546326945
5331.421566064676,Grocery,0,"[0, 0, 0, 0, 1, 1, 1]",Other,Cashback,391.6811062363573,397.5892871108186,24.964941201814227,0,1,1,3,435.99356195488394
9121.881502297883,Grocery,1,"[1, 1, 1, 0, 0, 1, 1]",Axis Credit,Instant Discount,600.7121917779756,433.7608700424436,26.459045920398164,1,1,0,1,509.0578997130094
2868.276176914312,Beauty,1,"[1, 1, 1, 0, 0, 0, 0]",SBI Credit,No Cost EMI,3271.696564806952,496.1785547635461,11.912205336118767,1,0,0,1,344.1556969770039
4398.637768838482,Beauty,1,"[1, 0, 0, 0, 0, 1, 0]",ICICI Debit,Instant Discount,2432.9028084522542,156.9206745218151,15.518692559030193,1,0,1,1,181.18986385560837
7677.735816158963,Fashion,1,"[0, 1, 1, 0, 1, 1, 0]",Other,Cashback,3791.6604341721686,216.95144234641376,7.048277565661635,0,0,0,1,241.697931622766
2673.582572170413,Home,1,"[0, 0, 1, 1, 0, 1, 0]",Other,Cashback,2128.3874049528567,484.7859914903956,10.692431579848996,0,1,1,2,297.38147569263134
1231.3091433735335,Home,0,"[1, 0, 1, 1, 0, 1, 0]",HDFC Credit,Instant Discount,637.9920341646905,92.306997632113,24.175009451254603,1,0,0,2,96.85915700439816
3252.6388026807963,Home,0,"[0, 0, 1, 0, 0, 0, 1]",SBI Credit,No Cost EMI,4360.268269154128,285.6685297616393,14.12994724018854,0,0,1,4,258.8258969017117
2031.602228913042,Books,0,"[1, 1, 1, 0, 0, 0, 1]",Axis Credit,Instant Discount,414.44235572661137,278.03506092704947,20.117306635043807,1,1,0,0,290.9097911025148
9332.127697254444,Home,0,"[0, 0, 1, 1, 0, 0, 0]",SBI Credit,Cashback,944.8232126769102,322.94648249652363,28.654612009582095,1,0,1,1,348.4778543732152
8177.143605861961,Grocery,0,"[0, 1, 1, 0, 0, 0, 1]",Other,No Cost EMI,1384.884329809255,198.85667668083053,23.09094614552736,0,0,0,4,214.0736882098451
6517.335686849023,Books,0,"[0, 0, 1, 1, 1, 1, 1]",HDFC Credit,Instant Discount,4976.403035327134,466.6631399023061,16.336304615343835,0,0,1,0,492.0814103300664
8778.875606783318,Fashion,1,"[0, 0, 0, 0, 0, 0, 0]",SBI Credit,Cashback,2084.2991008799195,171.52756743158275,14.172007759144343,0,0,1,2,205.0853522667082
8134.8847305415875,Grocery,0,"[0, 1, 0, 1, 0, 0, 0]",Axis Credit,No Cost EMI,2508.5426523905744,342.36298291298107,9.76317537402414,1,1,0,1,356.5592404850628
2272.415559417341,Grocery,1,"[0, 0, 0, 0, 0, 0, 0]",Amazon Pay Card,Instant Discount,3848.483754869342,273.1671602397213,23.903501824514407,0,1,0,2,311.70563036895635
8979.310485654789,Electronics,1,"[1, 0, 1, 0, 0, 0, 1]",Other,No Cost EMI,3182.0779266940685,170.00305361603597,7.8106304789885215,1,1,1,1,169.28268803444487
5623.751298198682,Fashion,1,"[0, 0, 0, 0, 0, 0, 1]",ICICI Debit,Cashback,4207.103459706667,134.98420807509217,6.534842259471011,0,1,1,2,138.80714330680917
8170.681474058594,Fashion,1,"[0, 0, 1, 0, 0, 0, 1]",ICICI Debit,Instant Discount,2432.167292939469,480.4529559159465,7.620716881601492,0,0,0,4,558.2451657582616
9012.867349273185,Electronics,1,"[1, 0, 0, 0, 0, 0, 0]",Other,Instant Discount,4860.88843746611,302.58115771810367,11.072634671618225,0,0,0,4,365.95696324176754
3521.033012232707,Books,0,"[0, 0, 1, 1, 1, 1, 1]",Amazon Pay Card,Cashback,3984.06180793154,321.8859105009988,20.678085371751273,0,1,1,2,336.0445241995356
1545.4932830129292,Home,0,"[0, 0, 1, 1, 0, 1, 0]",HDFC Credit,Cashback,2006.826941566326,402.30295656889024,26.533253333445924,1,1,1,2,408.7260981082303
2665.384044148446,Home,0,"[0, 1, 1, 1, 0, 1, 1]",SBI Credit,Cashback,1906.3591147262398,86.55199636990243,29.815560076527536,0,1,0,3,81.07185756782778
4557.523991949435,Home,1,"[1, 1, 1, 0, 1, 0, 1]",SBI Credit,Instant Discount,4647.455960221089,371.19392050855043,23.287103695250817,1,1,0,1,444.8910279017802
8271.140276263684,Home,0,"[0, 1, 0, 1, 0, 0, 1]",Amazon Pay Card,Cashback,3422.078179073586,124.31306190754417,8.649427392015507,1,1,1,3,128.03581092927632
8676.940540935262,Home,0,"[0, 1, 1, 0, 1, 1, 1]",Amazon Pay Card,Instant Discount,3107.168172628193,383.21648828440516,11.942618953237254,0,0,1,2,382.37634844166456
566.0452400463116,Electronics,1,"[0, 1, 0, 0, 1, 1, 1]",Axis Credit,Instant Discount,3789.153187169054,113.59790223231977,8.299668606834253,1,0,1,4,55.41300922188349
5352.099374486875,Fashion,1,"[1, 1, 1, 0, 0, 0, 1]",Axis Credit,No Cost EMI,2804.169140558557,424.6221649431183,7.8887945378446,1,1,1,1,506.5419942222738
4465.4045299134,Books,0,"[1, 1, 1, 0, 1, 0, 1]",ICICI Debit,Cashback,795.8338654286334,356.45731732715564,19.19331621353457,1,1,0,4,347.2738936582905
2610.024199471937,Grocery,1,"[1, 1, 0, 0, 0, 0, 1]",HDFC Credit,Cashback,1596.0773103921556,223.65062998358917,27.668076422671287,0,0,1,2,246.7923745565414
1638.7209896699867,Home,1,"[0, 0, 0, 1, 1, 0, 1]",HDFC Credit,No Cost EMI,2789.7243185448488,211.47549975616255,22.108159033382638,0,1,0,3,214.71581872854216
3707.3441283344655,Electronics,1,"[0, 0, 0, 1, 1, 0, 0]",Amazon Pay Card,Instant Discount,90.83910463583477,117.02617860016382,25.016254931509163,0,0,1,1,140.56811299066842
9457.642187168933,Books,0,"[1, 1, 0, 1, 1, 1, 1]",ICICI Debit,Instant Discount,2186.753524816139,456.82401009475245,17.702419033926866,0,1,0,3,422.16713776082236
3570.427854197175,Books,1,"[0, 1, 1, 0, 1, 0, 1]",ICICI Debit,Instant Discount,3779.0143963796836,103.3381727819656,16.88302761634473,1,0,1,1,123.42568178461264
5428.510906561978,Books,1,"[1, 0, 1, 1, 1, 0, 0]",Axis Credit,Cashback,821.1700225813618,262.4348248381065,28.437114154691535,1,0,0,4,270.8400514884455
7178.680109504189,Electronics,1,"[1, 1, 1, 0, 0, 0, 0]",SBI Credit,Instant Discount,322.79475078452856,156.43330465541158,23.04911595163893,0,0,1,0,186.14476131806342
3954.4812226032927,Grocery,1,"[1, 0, 0, 1, 0, 1, 1]",HDFC Credit,No Cost EMI,4180.145703638493,498.3473786085617,16.48352776522333,1,1,1,1,542.9531434501224
9731.929785849126,Home,1,"[0, 1, 1, 1, 0, 1, 0]",ICICI Debit,Instant Discount,3086.3693423168097,313.6298231834142,13.314561162789126,1,1,0,2,351.34519811464213
9643.249301950056,Books,0,"[0, 1, 1, 0, 1, 0, 0]",Axis Credit,Cashback,882.8948624473198,117.31302652595576,7.328187327946832,1,0,0,1,106.41746514526925
2891.9318103409596,Electronics,0,"[1, 0, 0, 0, 0, 0, 0]",Axis Credit,Cashback,4031.5249029159677,350.4037989298132,25.52457277632172,0,0,0,2,343.0023412894821
5223.860805977662,Fashion,1,"[0, 1, 0, 0, 1, 1, 1]",Axis Credit,Instant Discount,3290.6473574360616,496.2240577501481,9.233092322483273,1,0,1,0,529.855245194837
3358.343943259312,Electronics,1,"[1, 0, 1, 0, 0, 1, 1]",SBI Credit,Instant Discount,1670.596348242191,322.26947627691834,17.875395732761746,0,1,0,0,319.715263382754
3205.9846965859424,Electronics,0,"[1, 0, 1, 0, 0, 0, 1]",ICICI Debit,Cashback,1880.981359808696,255.82059255028753,20.93198098396787,0,0,1,4,264.05068003161864
850.4259998680616,Electronics,0,"[0, 1, 1, 0, 0, 1, 1]",Amazon Pay Card,Instant Discount,779.4408159352417,181.97155472839458,23.60195263160406,1,0,0,4,194.30541842165576
6290.86117280902,Books,1,"[1, 0, 0, 1, 0, 1, 0]",Amazon Pay Card,No Cost EMI,4176.277971043702,91.45553667294558,7.083588952912324,1,1,1,0,91.03956047025852
5275.450720674184,Electronics,1,"[1, 0, 1, 1, 0, 0, 1]",Axis Credit,Cashback,2545.03325821871,152.71083454544942,5.267153474465706,1,0,0,1,167.73114130100194
989.0481368748988,Fashion,0,"[0, 1, 0, 1, 1, 1, 1]",Axis Credit,Instant Discount,2785.0953832183027,299.1293508041932,22.650212396114508,1,1,0,1,203.13066346299357
3147.141410247809,Books,1,"[0, 1, 0, 1, 0, 0, 0]",SBI Credit,Instant Discount,4417.459575988739,389.203564392312,16.35978186899415,1,0,0,4,460.08713211918746
9128.52591668321,Fashion,1,"[0, 0, 1, 1, 1, 0, 0]",Axis Credit,Instant Discount,79.15308226546958,445.06890060334234,9.52838399745766,0,1,0,1,456.364503886122
